index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
3969	main-news	headlines	2013	0118	none	none	Dali painting stolen from gallery	Salvador Dali painting snatched from New York gallery	3.8
3970	main-news	headlines	2013	0127	none	none	Annan urges end to Syria violence, minister defects	Annan urges end to Syrian violence	3.8
3971	main-news	headlines	2013	0469	none	none	'Desperate Housewives' Actress Kathryn Joosten Dies	'Housewives' actress Kathryn Joosten dies at 72	3.8
3972	main-news	headlines	2014	0070	none	none	'Around 100 dead or injured' after China earthquake	Hundreds dead or injured in China quake	3.8
3973	main-news	headlines	2014	0381	none	none	Afghan legislators approve new election law	Afghan president approves new election law	3.8
3974	main-news	headlines	2014	0530	none	none	Websites battle nasty comments, anonymity	Websites fight nasty comments by taking away anonymity	3.8
3975	main-news	headlines	2014	0588	none	none	Cannes thief 'steals $53m of jewels' in armed heist at hotel	Robber steals $53 million worth of jewels in Cannes, police say	3.8
3976	main-news	headlines	2015	0109	none	none	Another migrant ship capsizes off Italy	Another migrant boat capsizes off Italy, 27 dead	3.80
3977	main-news	headlines	2015	0296	none	none	Protesters clash with police in Caracas	Protesters Clash with Police in Brazil	3.80
3978	main-news	headlines	2015	0415	none	none	Margaret Thatcher, former U.K. PM, dead at 87	Margaret Thatcher dies at 87	3.80
3979	main-captions	MSRvid	2012test	0017	none	none	The man hit the other man with a stick.	The man spanked the other man with a stick.	4.200
3980	main-captions	MSRvid	2012test	0042	none	none	A rabbit is running from an eagle.	A hare is running from a eagle.	4.200
3981	main-captions	MSRvid	2012test	0044	none	none	The woman is frying a breaded pork chop.	A woman is cooking a breaded pork chop.	4.200
3982	main-captions	MSRvid	2012test	0046	none	none	A girl is flying a kite.	A girl running is flying a kite.	4.000
3983	main-captions	MSRvid	2012test	0047	none	none	A man is riding a mechanical bull.	A man rode a mechanical bull.	4.000
3984	main-captions	MSRvid	2012test	0086	none	none	A man is eating a banana by a tree.	A man is eating a banana.	4.000
3985	main-captions	MSRvid	2012test	0099	none	none	A squirrel is spinning around in circles.	A squirrel runs around in circles.	4.000
3986	main-captions	MSRvid	2012test	0106	none	none	A person is cutting mushrooms.	A person is cutting mushrooms with a knife.	4.200
3987	main-captions	MSRvid	2012test	0112	none	none	A pankda is eating bamboo.	A panda bear is eating some bamboo.	4.200
3988	main-captions	MSRvid	2012test	0129	none	none	A small dog is chasing a yoga ball.	A dog is chasing a ball.	4.000
3989	main-captions	MSRvid	2012test	0155	none	none	A man is playing on his keyboard.	A man is playing a keyboard piano.	4.000
3990	main-captions	MSRvid	2012test	0185	none	none	The people got off the train.	The people got off the train at the station.	4.000
3991	main-captions	MSRvid	2012test	0195	none	none	A man and woman are driving down the street in a jeep.	A man and woman are driving down the road in an open air vehicle.	4.000
3992	main-captions	MSRvid	2012test	0198	none	none	Two women are wrestling.	Two women are wrestling on the floor.	4.000
3993	main-captions	MSRvid	2012test	0199	none	none	The puppy played with a blue tennis ball.	A puppy is playing with a tennis ball.	4.000
3994	main-captions	MSRvid	2012test	0216	none	none	A man is playing the guitar.	A man seated in a room is playing the guitar.	4.000
3995	main-captions	MSRvid	2012test	0234	none	none	Fish are swimming.	A fish is swimming.	4.133
3996	main-captions	MSRvid	2012test	0235	none	none	Two women mix something in a food processor.	Two women make something in a blender.	4.000
3997	main-captions	MSRvid	2012test	0240	none	none	The man spread butter on the loaf of bread.	A man is spreading butter onto bread.	4.000
3998	main-captions	MSRvid	2012test	0241	none	none	A person is boiling noodles.	A woman is boiling noodles in water.	4.000
3999	main-captions	MSRvid	2012test	0256	none	none	A baby is laughing.	A baby is laughing and giggling.	4.000
4000	main-captions	MSRvid	2012test	0285	none	none	A big green ball knocks a potato over.	A large green ball hits a potato.	4.000
4001	main-captions	MSRvid	2012test	0288	none	none	Two dogs swim in a pool.	Dogs are swimming in a pool.	4.200
4002	main-captions	MSRvid	2012test	0311	none	none	A man is slicing a potato into pieces.	A man is cutting a potato.	4.200
4003	main-captions	MSRvid	2012test	0332	none	none	A car is moving through a road.	A car is driving down the road.	4.000
4004	main-captions	MSRvid	2012test	0388	none	none	A black horse is running around.	The horse is running.	4.200
4005	main-captions	MSRvid	2012test	0472	none	none	A dog lies on his back on a wooden floor.	A dog is laying on the floor.	4.000
4006	main-captions	MSRvid	2012test	0566	none	none	The woman is walking her dog.	A woman walks her dog down the street.	4.000
4007	main-captions	MSRvid	2012test	0601	none	none	Paper is being cut with scissors.	A piece of paper is being cut.	4.000
4008	main-captions	MSRvid	2012test	0670	none	none	The rhino grazed on the grass.	A rhino is grazing in a field.	4.000
4009	main-captions	MSRvid	2012test	0718	none	none	A rider is running and jumping her horse.	A woman jumps hurdles on a horse.	4.000
4010	main-captions	MSRvid	2012test	0738	none	none	A man is smoking.	The man sat in his suit and smoked.	4.000
4011	main-captions	MSRvid	2012train	0004	none	none	A woman is slicing an onion.	A woman is cutting an onion.	4.200
4012	main-captions	MSRvid	2012train	0037	none	none	A woman thinly slices an onion with a large knife.	A woman is slicing onions with a large knife.	4.200
4013	main-captions	MSRvid	2012train	0056	none	none	A cat is drinking milk.	A kitten is drinking milk.	4.000
4014	main-captions	MSRvid	2012train	0069	none	none	A woman is tapping her fingers on a table.	A woman is tapping her fingers.	4.000
4015	main-captions	MSRvid	2012train	0074	none	none	A woman is cutting a leak.	A woman is slicing a leek.	4.000
4016	main-captions	MSRvid	2012train	0087	none	none	A man played the piano.	A man plays a piano.	4.000
4017	main-captions	MSRvid	2012train	0113	none	none	Two men are fighting in a cow pasture.	Two men are fighting in a cattle pen.	4.000
4018	main-captions	MSRvid	2012train	0133	none	none	Two boys on a couch are playing video games.	Two boys are playing a video game.	4.000
4019	main-captions	MSRvid	2012train	0170	none	none	A woman is cracking eggs into a bowl.	A woman is cracking eggs.	4.000
4020	main-captions	MSRvid	2012train	0171	none	none	A person is playing the keyboard.	A boy is playing a key-board.	4.000
4021	main-captions	MSRvid	2012train	0205	none	none	A woman is shooting a gun.	A woman shoots a shotgun.	4.091
4022	main-captions	MSRvid	2012train	0231	none	none	A monkey is brushing a bull dog.	A monkey brushes a dog.	4.200
4023	main-captions	MSRvid	2012train	0237	none	none	A man is eating a bowl of cereal.	The man is eating cereal.	4.000
4024	main-captions	MSRvid	2012train	0240	none	none	A motorcyclist crashes on his motorcycle.	A person crashes on a motorcycle.	4.200
4025	main-captions	MSRvid	2012train	0243	none	none	A person pours some rice pudding into a bowl.	The lady poured the rice pudding into a bowl.	4.000
4026	main-captions	MSRvid	2012train	0270	none	none	The deer jumped over the fence.	A deer jumps over a cyclone fence.	4.000
4027	main-captions	MSRvid	2012train	0289	none	none	A man is lifting weights.	A man is lifting a barbell.	4.200
4028	main-captions	MSRvid	2012train	0386	none	none	American flag is waving.	A American flag is blowing in the wind.	4.200
4029	main-captions	MSRvid	2012train	0411	none	none	The woman droppped eggplant into the pan.	A woman puts chopped eggplant into a skillet.	4.000
4030	main-captions	MSRvid	2012train	0455	none	none	A woman cuts a pineapple.	A woman is slicing a pineapple into pieces.	4.000
4031	main-captions	MSRvid	2012train	0487	none	none	The man drilled holes into the wood.	A man drills wood.	4.200
4032	main-captions	MSRvid	2012train	0525	none	none	A kitten is eating its food from a plate.	A kitten eats some food.	4.000
4033	main-captions	MSRvid	2012train	0570	none	none	A man makes a call on a cell phone.	A man is making a phone call.	4.000
4034	main-captions	MSRvid	2012train	0574	none	none	The man lifted barbells.	A man lifts weights.	4.000
4035	main-captions	MSRvid	2012train	0710	none	none	Two kids are playing in a swimming pool with a green colored crocodile float.	Two kids push an inflatable crocodile around in a pool.	4.200
4036	main-captions	images	2014	0004	none	none	a bus driving in a street.	Red double decker bus driving down street.	4
4037	main-captions	images	2014	0014	none	none	The man is riding a motorcycle down the road.	A man is riding a red motorcycle on the road.	4
4038	main-captions	images	2014	0038	none	none	A group of people sitting around a table with food on it.	A group of people sit around a table with food and beer.	4
4039	main-captions	images	2014	0041	none	none	a black and white cow in hay.	A black and white cow in a pen with hay.	4
4040	main-captions	images	2014	0047	none	none	Red double decker bus driving through the streets.	Double decker passenger bus driving with traffic.	4
4041	main-captions	images	2014	0080	none	none	A woman holding a small baby.	A smiling woman holding a small baby.	4
4042	main-captions	images	2014	0113	none	none	A passenger train waiting in a station.	A passenger train waiting at the city train station.	4
4043	main-captions	images	2014	0121	none	none	Black train on train tracks.	A train on the train tracks.	4.1
4044	main-captions	images	2014	0122	none	none	Black train on train tracks.	A train on the train tracks.	4.1
4045	main-captions	images	2014	0128	none	none	A couple posing for a picture on a couch.	Young couple sitting on couch.	4
